context,wrong,right
"Juru bicara Kementerian Luar Negeri China Hong Lei dalam pernyataannya di Beijing mengatakan, ""pihak aparat masih terus melakukan penyelidikan secara intensif dan mendalam tentang insideng tersebut"".",insideng,Insiden
"""Pagelaran ini akan mempertemukan penampilan beberapa jenis tetabuh gendang dan kesenian Luwu dengan drummer terbaik Indonesia yang sangat kreatif mengeksplorasi seni nusantara, yaitu Gilang Ramadhan,"" kata Kepala Dinas Kebudayaan dan Pariwisata Kabupaten Luwu, Luther Bija, di Makassar, Minggu.",tetabuh,tabuh
Para penggemar sepeda onthel mengarak sepedea ontel produksi 1884 hingga 2012.,sepedea,Sepeda
"Hasil pendeteksian satelit menunjukkan titik panas terbanyak berada di Kabupaten Bengkalis yakni 136 titik, kemudian Kabutapen Rokan Hilir 58 titik dan Kabupaten Kepulauan Meranti 52.",Kabutapen,Kabupaten
"Penjabat Gubernur Kalimantan Selatan, Tarmizi Karim, di Banjarbaru, Sabtu, membenarkan kebatalan itu.",kebatalan,pembatalan
"Namun, peringatan itu diabaikan oleh warga Gaza meskpiun intensifikasi kampanye tersebut selama sembilan hari.",meskpiun,meskipun
"Penderita biasnaya kesulitan berjalan dan menjaga keseimbangan, serta makin sulit melakukan kegiatan sehari-hari degan normal.",biasnaya,biasanya
"Tanda kehormatan Samkaryanugraha Parasamya Purna Karya Nughara diserahkan kepada Bupati Tuban, Bupati Purbalingga, Walikota Madiun, Walikota Mojokerto, sedangkan tanda kehormatan Saylancana Karya Bhakti Praja Nugraha diterima oleh Gubernur Jawa Timur, Gubernur Jawa Tengah, Gubernur DI Yogyakarta, Bupati Lamongan, Bupati Pinrang, Bupati Sidoarjo, Bupati Bantul, Walikota Blitar, Walikota Surabaya, Walikota Cimahi, dan Walikota Yogyakarta, termasuk Bupati Kutai Kartanegara Rita Widyasari yang satu-satunya kepala daerah dari Kalimantan. """,Saylancana,Satyalancana
Penerbitan izin eskplorasi di sekitar kawasan hutan ini dikhawatirkan akan berdampak buruk terhadap masa depan sejumlah satwa langka khas Sumatera.,eskplorasi,eksplorasi
"""Keberadaan  siswa berprestasi ini sangat berarti selain bertindak sebagai diplomat bangsa karena telah melakukan diplomasi pengetahuan melalui berbagai bidang ilmu sains hingga kebudayaan juga penggerak dari eficienty driven ke inovation driven ,"" kata Mendikbud saat melepas enam Tim Olimpiade sains tingkat SMA ke berbagai ajang internasional  di Jakarta, Rabu.",eficienty,efficiency
Dia juga menjar tari Indonesia di Amsterdam.,menjar,mengajar
"Kecurangan bisa dideteksi sejak dini.- Babak KualifikasiMasih tetap ada tiga babak, Q1, Q2, dan Q3.",dini.-,dini
"Setelah dikasih kabar tiba, baru kami merapat ke KRI Sibolga untuk tranfer kedua jenazah,"" ujar nahkoda kapal RB 214 Pontianak, Jalu Ekoko setiba di Pelabuhan Panglima Utar.",Ekoko,Eko
"Karena menurutnya, pengadilan yang tertutup khus untuk kasus asusila atau yang melibatkan anak dibawah umur.",khus,khusus
"Dindah Dhamayanti Putri dipilih secara aklamasi karena tidak ada lawan tandingan,"" ujarnya.",Dindah,Indah
"""Saya bertemu dan sempat ngobrol dengan beliau sekitar satu minggu lalu, namun, kami mengobr ol tidak lama, hanya sekitar  30 menit.",mengobr,mengobrol
"""Gol cepat PSM memang memangganggu konsentrasi tim sehingga pada akhirnya bisa kalah dengan skor yang besar.",memangganggu,mengganggu
"Tim sudah berkoordinasi dengan Kedubes RI di Beunos Aries dan atase pertahanan di sana, termasuk penyewaan heli untuk evakuasi.",Beunos,Buenos
"Meski demikian, polisi maupun pihak rektorat belum  bisa mgambil kesimpulan dari mana pelaku berasal.",mgambil,mengambil
"Jika ada badan sepak bola yang memberi lampu hijau untuk hal tersebut, hal itu juga akan sangat sensitif bagi organisasi-organisasi yang statutanya mengharuskan mereka tidak tercampur kepentingan politik, karena pengambil alihan teritorial Kremlin tidak mendapat pengakuan internasional.",statutanya,statusnya
"Menurut Triharso, Kemenperin akan terus mendorong kolaborasi lintas kementerian dan lintas lembaga untuk meningkatkan daya saing inudstri kreatif lokal dalam menghadapi ketatnya persaingan menjelang Masyarakat Ekonomi ASEAN (MEA) 2015.",inudstri,industri
Syamsyudiin Abdurrahman Idris BTH 144.,Syamsyudiin,Syamsudin
Lubang Hitam Menguap Setiap SaatHal ini pertama kali diprediski oleh Stephen hawking pada tahun 1974.,diprediski,diprediksi
Sejurus kemudian uap reramuan asli Kalimantan itu akan mulai membasahi seluruh tubuh.,reramuan,ramuan
"Hanya, status Perotti dan Zukanovic merupakan pemain pinjaman, sebelum akhirnya klub berjuluk Gilaorossi terebut mempermanenkannya.",Gilaorossi,Giallorossi
"Sebelas ruas yang akan dibangun tersebut adalah Jantho-Aceh Jaya (26 kilometer), perbatasan Aceh Besar-Lamno (26 kilometer), Peureulak-Lokop-Gayo Lues (30 kilometer), Aceh Timur-Pinding-Blangkejeren (46 kilometer), Simpang Krung  Geukeuh-Bener Meriah (22 kilometer), dan Aceh Utara-Simpang Kebayakan (22 kilometer).",Geukeuh-Bener,Geukueh-Bener
"Indonesia dalam kejuaraan di Finlandia itu juga mengoleksi delapan medali perunggu yang dipersembahkan, Donny Dharmawan (Kumite perorangan putra  - 60 kg),  Alfaris Tarizq Alwyni (Kumite kelas bebas putra),  Angga Laksamana (Kumite -75 kg putra), Nova Sinaga (Kumite perorangan -55 kg putri), Cok Istri Agung Sanistyarani (Kumite perorangan -61 kg putri),  Ayu Rahmawati (Kata Perorangan putri), (Kumite beregu putra) (Christo Mondolu, Dedi Irwansyah Siregar dan Caesar George Isac),  (Kumite beregu putri) Cok Istri Agung Sanistyarani, Indanh Mogiat Angkat dan Nurhadianti Fitrianingsih).",Indanh,indah
Meskinpun kini tengah gencarnya wacana reshuflle Kabinet Kerja.,Meskinpun,meskipun
"Ia menyarankan jika dilakukan pembukaan segel kota suara itu dilakukan di Mpolres Musirawas mengingat faktor keamanan, saat dibuka disaksikan semua pihak baik penyelenggara Pemilu maupun komponen terkait lainnya agar transparan.",Mpolres,Polres
"""Warning system-nya tidak berbunyi.",system-nya,sistemnya
"Dengan keterlibatan aparat penegak hukum, kepala daerah diharapkan mempunyai keberanain untuk mengatur kebijakan pembangunan yang lebih adil dan merata di wilayahnya.",keberanain,keberanian
"Untuk mengatasinya, Bank Indonesia Cabang Bengkulu memberikan pengertian kepada masyarakat agar dengan kesadaran sendiri melaporkan bila menemukan uang palsu dan mau memberikatan keterangan secara lengkap sehingga polisi bisa menekan jumlah kasus tersebut.",memberikatan,memberikan
"Tak hanya Andien, artis sekaligus suami Shireen Sungkar, Teuku Wisnu turut mengungkan dukanya atas aksi teror tersebut.",mengungkan,mengagungkan
"Elemen- elemen yang mendukung meliputi guru,  pengusaha, pelajar, perempuan, remaja  masjid, komunitas Betawi, hingga tukang  ojek.",Elemen-,elemen
Untuk itu infrasrtuktur gas perlu dibangun.,infrasrtuktur,infrastruktur
"Lokasi penahanan itu, sebagaimana digambarkan dua remaja tersebut, tampaknya telah menjadi instalasi yang dikelola oleh pasukan Operasi Khusus AS yang terpisah dari Bagram Theater Internment Facility, penjata utama yang dikelola Amerika.",Internment,Internet
"Kondisi ini bisa memicu sejumlah masalah kesehatan, di antaranya penyakit neurogeneratif bahkan kanker, menurut studi terbaru.",neurogeneratif,neurodegeneratif
"""Pembentukan RT dan RW di rusunawa itu bertujuan agar tidak ada praktik jual beli atau sewa menyewa rusun, sekaligus mengurangi calo-calo rusun,"" kata Wakil Gubernur DKI Jakarta Basuki Tjahaja Purnama di Balai Kota, Jakarta Pusat, Jumat.",calo-calo,calon-calon
"Sebanyak 18 stand makanan dan minuman Indonesia serta  dua stand barang kerajinan Indonesia membawa suasana peringatan HUT RI ke-69 menjadi semakin meriah yang diTerlihat sejak pukul 10.30 hingga pukul 16.00 sore,",diTerlihat,Terlihat
"""Bila sudah ditetapkan dengan kebenaran gerak itu mutlak, namun peerrangkat nya itu ada yang sempat eror sehingga berpengaruh pada penilaian,"" kata Taslim.",peerrangkat,perangkat
"Penutupan TPA milik Canih itu segera daksanakan karena sudah ada desakan warga dari Desa Kuripan, Cibentang, dan Cibeteng Muara, yang merasakan dampak negatif TPA tidak berizin tersebut.",daksanakan,dilaksanakan
Barang bukti itu kemudian disimpan di berangkas inspektorat jenderal.,berangkas,brankas
"Sejak 2011, Jerman memang telah memberikan dukunangan baik berupa dana maupun tenaga ahli untuk melakukan berbagai kegiatan konservasi Candi Borobudur.",dukunangan,dukungan
Tertinggal satu gol tersebut menjadikan semangat pemain tuan rumah bertambah untuk bisa menyamakan kedudukan apalagi pemain-pemain Kudus diduga banyak yang tergelatak karena kasekitan untuk mengulur-ulur pertandingan.,kasekitan,kesakitan
"Bulan lalu, esjumlah mahasiswa Stimmindo telah membuat pengaduan tertulis pada DPRD Kota Malang mengenai status perguruan tinggi tempat mereka belajar ternyata belum terdaftar di Koordinasi Perguruan Tinggi Swasta (Kopertis) VII Jawa Timur.",esjumlah,sejumlah
Pihaknya segera melakukan koordinasi dengan Kejaksaan Negeri Boyolali untuk mengubah pasal yang akan didakwaankan terhadap para tersangka penganiayaan terhadap korban Edi Susanto tersebut.,didakwaankan,didakwakan
"Memasuki menit 37, Vietnam kembali mendapatkan kesempatan dari kotak penalti setelah Luu Cong Song dilanggar di kotak terlarang, namun eksekusi yang dilakukan penjaga gawang Vietnam, Le Van Troung gagal dan hanya membentur tiang gawang.",Troung,Truong
"Dan target penanaman satu miliar pohon setiap tahun harus benar-benar tercapai karena akan mampu mencegah bencana alam dan meningkatkan daya absorbsili gas Co2, So2 dan berbagai polutan lainnya di wilayah Kabupaten Bogor.",absorbsili,absorbsi
"Istri Mukhtar Ablyazov, Alma Shalabayeva dan putri mereka Alua ditempatkan dalam pesawat dan dideportasi ke Kazakhstan tahun lalu dalam sebuah langkah yang sangat kontroversial oleh Kementerian Dalam Negeri Italia, yang kini sedang diselidiki.",Shalabayeva,Shabayeva
"Ketika itu, Aboe sedang menjalani aktivitas kesehariannya sebagai pengayuh becak..",becak..,becak
Namun Sharp mengatakan kedua platform melayani kebutuhahan dan audiens berbeda.,kebutuhahan,kebutuhan
"Dia mengatakan Komnas Perempuan akan mengawal ketat ajang kecantikan ini, agar kualitas penyelanggraan bisa terjaga.",penyelanggraan,penyelenggaraan
"Sangat mudah dan lengkap, sehingga yang tidak bisa akunatnsi sekalipun bisa menata pembukuan keuangan mereka dengan baik,"" tuturnya.",akunatnsi,akuntansi
"Fitur yang ada pada kedua proyektor ini, di antaranya, soket yang tersembunyi untuk USB nirkabel opsional, serta dongel QCast yang memungkinkan untuk peningkatan konektifitas nirkabel dan pembagian konten.",dongel,dongle
"Kepala Pelaksana BPBD Kaltim Wahyu Widhi mengatakan, setelah rakor ini, menurut rencana, akan diselengagrakan serangkaian kegiatan untuk menambah wawasan peserta.",diselengagrakan,diselenggarakan
"Bahtia menyebutkan identitas masing-masing korban adalah Asih (45), Lina (21), Nugraha (38 ) tahun dan Indira (4).",Bahtia,Bhatia
"Faktor-faktor penyumbang pertumbuhan ekonomi lainnya, seperti ekspor, diakui Bambang, sulit untuk menjadi penopang pada 2015 karena penurunan harga komoditas dan prelambatan pertumbuhan ekonomi negara-negara mitra dagang.",prelambatan,perlambatan
"""Kesepakatan itu merefleskikan komitmen para kreditor Yunani untuk memberikan dukungan keuangan dan membantu menciptakan jalan bagi Yunani untuk kembali ke pertumbuhan dan mencapai keberlanjutan utang,"" kata Josh Earnest, juru bicara Presiden Barack Obama.",merefleskikan,merefleksikan
Yang terakhir adalah kesamanaan dasar umat manusia.,kesamanaan,kesamaan
"Sementara itu, kopi instan impor yang tidak memenuhi ketentuan SNI harus di-reekspor oleh importir yang bersangkutan atau diselesaikan berdasarkan ketentuan peraturan perundang-undangan.",di-reekspor,di-ekspor
"Karena itu, Ketua Tapak Suci IPB Fauzan berharap Ketua MPR Zulkifli Hasan bisa menjadi pembina unit kegaitan mahasiswa itu.",kegaitan,kegiatan
Indonesia bukanlah neraga yang ikut meratifikasi konvensi Penggalian  Peninggalan.,neraga,negara
"Selain itu, pemerintah telah mengeluarkan paket kebijakan yakni membebaskan visa untuk 30 negara, melakukan transaski di dalam negeri dengan rupiah, menjadwal ulang pembayaran utang BUMN dalam bentuk dolar harus dikelola dengan baik.",transaski,transaksi
Gempa ini mengakibatkan listrik padam di sejulam tempat di wilayah Sinabang.,sejulam,sejumlah
"Kita juga telah melakukan kerjasama dengan berbagai pihak terutama instansi pemerintah dan swasta, agar mahasiswa kita mudah diterserap dunia kerja,"" tuturnya.",diterserap,terserap
"Nah, bagaimana agra hal tersebut tidak terjadi di lingkungan Anda?",agra,agar
"Lokasi-lokasi yang dinilai sangat rawan dan dekat deng an tempat keramaianan umum atau pemukiman penduduk, menjadi prioritas utama bagi tim pengendali untuk dipadamkan terlebih dahulu.",keramaianan,keramaian
"Ketika set pertama berkeduduk 4-1 untuk keunggulan Azarenka, Bondaranko tak bisa meneruskan pertandingan.",berkeduduk,berkedudukan
"Blokir situsSitus protitusi yang memajang foto dan nama artis-artis Indonesia, ternyata ditempatkan di hosting perusahaan Modern Outlook di Berjaya Times Square, Jalan Imbi, Kuala Lumpur, Malaysia.",situsSitus,situs-situs
"mari kita membangun kesadaran hukum yang tinggi hinga mampu mewujudkan pembgunan nasional yang membahagiakan rakyatnya, kata Bomer.",pembgunan,pembangunan
"Sementara, Dekan Fakutlas MIPA UNP, Asril mengatakan, rombongan mahasiswa yang menumpang bus naas tersebut, akan melakukan praktik dalam mata kuliah olahraga ke Bukittinggi, Sumatera Barat.",Fakutlas,Fakultas
"Menurut Tanishq, ada beberapa hal fundemantal yang perlu dipelajari terlebih dahulu untuk mengungkap alam semesta, seperti fisika dan fisika partikel, teori relativitas Einstein, hukum konservasi energi, dan momentum sudut.",fundemantal,fundamental
"Namun, menurutnya, hal itu harus dibarengi dengan kebijakan pemerintah dengan terjangkaua harga bibit yang murah tercukupinya pupuk dan obat-obatan, dan terjangkaunya harga peralatan pertanian yang harus dibeli petani.",terjangkaua,terjangkaunya
"Sahingga masyaratnya lebih sEjahtra,"" kata Daenah dengan bahasa Indonesia yang kurang begitu lancar.",masyaratnya,masyarakatnya
"Ada banyak fakta menarik tentang balapan Formula 1 yang berlangsung di Sirkuit Buddh International, dan berikut ini beberapa di antaranya.- GP India sudah pernah digelar dua kali di Sirkuit Buddh International, pada 2011 dan 2012.- Sebastian Vettel mendominasi dua GP India sebelumnya, dengan selalu menjadi pole-sitter dan juara.- Vettel juga memimpin setiap putaran di GP India, total 120 putaran.- Vettel meraih Grand Chelem (pole, fastest lap, juara, memimpin setiap lap) pertama dari empat kali sepanjang kariernya pada GP India 2011.- Jika Vettel berhasil memastikan diri menjadi juara dunia akhir pekan ini (dengan finis kelima atau lebih baik), India akan jadi negara ke-20 sepanjang sejarah F1 yang jadi tempat lahirnya juara dunia.",antaranya.-,antaranya
"""(Lapangan) O2 tetnu akan menjadi masalah sebagai persiapan saya menghadapi pertandingan di lapangan tanah liat,""kata Murray.",tetnu,tentu
"Berdasarkan hasil pemeriksaan, salah seorang tersangka yakni Irwn sempat mengantarkan sabu-sabu itu kepada Ce di lantai lima aperteman itu dan saat mengetahui kedatangan petugas, dia langsung membuangnya ke balkon,"" katanya.",aperteman,apartemen
"Memasuki babak kedua, serangan pertama Muenchen segera berbuah gol saat bola kiriman Boateng berhasil dimanfaatkan Lewandowksi yang mencetak gol ke gawang mantan klubnya itu membawa tuan rumah unggul 3-1.",Lewandowksi,Lewandowski
"""Pemerintah Indonesia mengecam keras terulangnya penyanderaan terhap (ABK) WNI oleh kelompok bersejata di Filipina Selatan.",terhap,terhadap
"Kelompok itu ""memiliki strategi ganda yang terasah baik terkait memanfaatkan perasaan teraniaya kaum Sunni di Irak dan Suriah dan sekaligus memanfaatkan rasa keterasingan para pemuda Muslim yang diperlukakan secara berbeda di Eropa,"" katanya kepada AFP.",diperlukakan,diperlakukan
"Jakarta (ANTARA News) - Wakil Ketua Komisi XI DPR Gus Irawan Pasaribu mengatakan PT Bank Mandiri (Persero) dan PT BNI (Persero) lebih baik melakukan resegmentasi (penetapan ulang segmen pasar) dalam penyalurkan kredit, sehingga terdapat pembagian kerja sebagai sesama bank BUMN.",resegmentasi,segmentasi
Allah senang jika kita memuji-Nya dan mengagungkan nama-Nya.,memuji-Nya,memujinya
"Nanti, akan dikawal pemerintah proseses pencairannya,"" katanya saat berkunjung ke rumah almarhum Rochmani, jamaah haji asal Desa Kranggan, Kecamatan Gurah, Kabupaten Kediri, Selasa malam.",proseses,processes
"Ubayya mengatakan, komitmen Pertamina yang akan menambah pasokan BBM jenis solar kepada nelayan harus segera dirsepon pemerintah setempat dengan kelompok nelayan.",dirsepon,direspon
"""Di Jawa Barat paling banyak dana hibah karena bila dijumlahkan bisa mencapai Rp5,3 triliun untuk bantuan operasioanl sekolah dari SD hingga SMA, jadi memang membutuhkan supervisi BPKP dari hulu,"" kata Ahmad Heryawan.",operasioanl,operasional
"Nantinya, petugas kepolisian akan mnegecek kendaraan roda dua yang berpenumpang melebihi kapasitas.",mnegecek,mengecek
"Di antaranya memaksa siswa ikut piknik, pembayaran LKS, pengajian harian, pengayaan, uangan bangunan, bahkan pengambilan rapor dan ijazah tetap dikenakan biaya.",uangan,keuangan
