context,wrong,right
Ia juga mengingatkan pihak-pihak di luar KPK untuk tidak memberikan pernyataan yang membingunkan masyarakat.,membingunkan,membingungkan
"Situasi sempat memanas sekitar pukyl 09.30 tadi, ketika warga dua desa yang dipisahkan jalan itu saling lempar batu, sebelum akhirnya dipisahkan polisi.",pukyl,pukul
"Kecamatan Montserrado, termasuk ibu kota Monrovia, masih memegang catatan tertinggi kasus wabah itu di seluruh negeri, sementara di sepanjang perbatasan dengan Cote dIvoire ke arah timur, kecamatan Nimba melaporkan adanya tiga kasus, pertama kalinya terjadidalam 9 minggu, kata WHO.",dIvoire,d'Ivoire
"Sementara Ketua Panitia Daerah ISG III, Muddai Madang mengatakan, tim asistensi sebagai penjamin dalam pengluaran dana.",pengluaran,pengeluaran
"Penyerahan bantuan itu diterima langsung oleh perwakilan empat kelompok usaha bersama dari Kecamatan Ladongi, Kecamatan Dangea dan Kecamatan Lambandia disaksikan oleh Bupati Kolaka Timur, Tony Herbiansyah, Wakil Bupati Kolaka Timur Andi Merya Nur dan Ketua DPRD kolaka Timur.",Dangea,Dangia
"Jika ada pgawai yang menerima suap, Djarot meminta hal tersebut dilaporkan langsung ke BPTSP untuk ditindak segera.",pgawai,pegawai
"""Kalau ini maju mestinya cara berpolitik gaduh ini harus ditinggalkan, kita ganti dengan komitmen saling merangkul bukan lagi berbalas pantun tapi beradu konsep dan progran semata-mata untuk kepentigan rakyat terutama menhadapi MEA,"" tambahnya.",kepentigan,kepentingan
"""Pertemuan puncak G20 ini sangat penting mengingat situasi perekonomian globlal belum pulih benar,"" kata Presiden.",globlal,global
"""Setelah semuanya jelas, mungkin saya yang masih muda dari semua kandidat akan silaturahim-lah agar kita bisa memberikan contoh bahwa segala perbedaan kemarin sudah selesai,"" tambah Laura.",silaturahim-lah,silaturahimlah
"Penundaan selama dua pekan, kata dia, bisa dikatakan sebuah ketidakpastikan karena jika semua permintaan BOPI untuk melengkapi data kontrak pemain hingga masalah pajak tidak terpenuhi bisa saja konsekuensi lain yang harus ditanggung.",ketidakpastikan,ketidakpastian
"Bekas kuasa hukum Zaenal, Ahmad Kholid saat ddihubungi mengatakan, Zaenal telat karena pesawat yang bakal ditumpanginya dari Bandara Adisumarmo, Solo didelay.",ddihubungi,dihubungi
Abu Dhabi (ANTARA News) - Pebalap Formula 1 Lotus Romain Grosjean dapat menilai dirinya beruntung  di mana angka-angka akan dihitung ganda pada Grannd Prix Abu Dhabi akhir pekan ini setelah ia mendapat penalti 20 grid pada Jumat.,Grannd,Grand
"Sementara itu Wakil Ketua China National Tourism Administration (CNTA) Zhang Xing Houng mengatakan  pihaknya sangat menyambut gembira peuncuran situs tersebut, karena akan semakin membuat masyarakat China mengenal lebih dalam tentang Indonesia termasuk daerah tujuan wisata yang menarik yang dimilikinya.",peuncuran,peluncuran
"Jika dilihat dari pelanggaran perhari terjadi pelanggaran yang fluktuaktif (naik-turun), dengan berbagai alasan subyektif disampaikan oleh para pelanggar.",fluktuaktif,fluktuatif
"Untuk mempertanggungjawanbkan perbuatannya, keduanya akan dijerat Pasal 303 KUHPidana tentang Perjudian, dengan ancaman maksimal 10 tahun penjara.",mempertanggungjawanbkan,mempertanggungjawabkan
Presiden minta menterinya tak lagi berpolimik soal Novanto,berpolimik,berpolemik
"Pada kesempatan tersebut, Megawati didampingi oleh jajarean pimpinan PDI Perjuangan, antara lain.",jajarean,jajaran
"""Belajar sambil berbuat merupakan metode yang selama ini dianggap ampuh untuk memehami teori atau pun konsep yang baru,"" katanya.",memehami,memahami
Fraksi Partai Demokrat tak menjalankan istruksi SBY untuk mendukung pemilihan kepala daerah langsung dengan melakukan walk-out pada sidang paripurna.,istruksi,instruksi
"Para oligarkis yang mengendalikan perekonomian Ukraina menampung ratusan ribu pekerja dan sudah lama membangun patronasen dengan elite daerah dan penegak hukum, sehingga membantu mereka mengendalikan daerah-daerah.",patronasen,patronase
"""Dalam hal proses peradil-an yang masih berjalan atau belum memiliki kekuatan hukum yang tetap, KPU memberi kesempatan bagi parpol bersengketa untuk melakukan kesepakatan perdamaian atau islah,"" imbaunya.",peradil-an,peradilan
"Presiden Eksekutif PT KAI Daop 8 Surabaya, Wiwik Widayanti memambahkan kecelakaan bisa dicegah dengan memfokuskan pada daerah rawan bencana seperti, rawan banjir, rawan tanah longsor dan rawan amblesan.",memambahkan,menambahkan
"Ia merinci, pengguna internet sebanyak 85 juta jiwa, pengguna facebook 50 juta jiwa, twitter 31 juta jiwa, handphone ucer sebanyak 290 juta jiwa yang 40 persennnya menggunakan smart phone.",persennnya,persennya
"Dia mengatakan, tantangan utama para ilmuwan adalah untuk mengembangkan proses terbarukan yang berbea rendah dan secara ekonomi berkelanjutan.",berbea,berbeda
"Pasalnya, hal itu untuk menghindari supaya koalisi masyarakat anti korupsi ini tidak dinilai mendukung calon tertentu dan manjatuhkan calon lain.",manjatuhkan,menjatuhkan
"Kapasitas penumpang KRI Tanjung Nusanive sendiri diperkirakan mencapai 1.200 orang, dan hingga saat ini bagi warga Minangkabau yang ingin mudik, Kantor Pemwakilan Pemda Sumbar di Jakarta masih membuka pendaftaran.",Pemwakilan,Pewakilan
"Kalau perseteruan terlalu lama, akhirnya partai bisa ditinggalkaan kader,"" ujarnya.",ditinggalkaan,ditinggalkan
"Novianto menyebutkan, upaya penting dalam mencegah kepunahan satwa endemik Indonesia perlu terus dilakukan, dengan menetapkan status perlindungan berbagai jenis satwa yakni melalui udang-undang dan peraturan perundang-undangan.",udang-undang,undang-undang
"Kondisi cuaca pada awal hingga pertengahan Februari secara umum didominasi berawan dengan intensitas curah hujan berkisar 201-300 milimeter, kini hingga akhir bulan diprakirakan didominasi hujan ringan hingga sedang dengan intensitas cyrah hujan 301-400 mm.",cyrah,curah
"Karena itu, dia megharapkan dua kementerian tersebut lebih mengutamakan kepentingan masyarakat desa.",megharapkan,mengharapkan
"Perwakilan Jaringan Kerja Prolegnas Pro Perempuan (JKP3) Ratna Batara Munti mengakui beberapa pasal tentang usian nikah dan poligami UU Perkawinan berpotensi terjadi diskriminasi dan kekerasan terhadap perempuan, serta anak.",usian,usia
"Sebagai tambahan, suhu udara berkisar 27-34 derajat celciusm dengan kelembaban udara 89 persen.",celciusm,celcius
"Siswa-siswi kemudian dibina para guru, para dosen pembimbing dan asisten IBO dari SITH ITB, Biologi Unair, Bioligi UPI, Biologi IPB, juga psikologi dan tim Pembina Motivasi dari ITB.",Bioligi,Biologi
"""Saya mengimbau masyarajat untuk menolak kehadiran  organisasi radikal yang dikenal dengan ISIS.",masyarajat,masyarakat
Sebagian kendaraan dari arah Jalan Letjen Suprapto menuju ITC Cempaka Mas pun berbalik arah melawan arus di jaur Bus TransJakarta untuk mengindari genangan air.,jaur,jalur
"Baik Karanka maupun klub beranggapan keputusan itu dliambil sebagai jalan terbaik, sebagaimana dikutip dari situs SkySports.",dliambil,diambil
"Wasington (ANTARA News) - Meadowlark Lennon, pemain sandiwara, pelawak dan penembak bola penuh trik yang menghibur penonton seluruh dunia, sebagai jantung dan jiwa dari tim bola basket Harlem Globetrotters, telah meninggal dunia pada usia 83 tahun.",Wasington,Washington
"Otak pembobolan BNI sebsar Rp 1,7 triliun dikabarkan tertangkap di Los Angeles.",sebsar,sebesar
"Berapa angka yang keluar pedomanya dari internet,"" tegasnya.",pedomanya,pedomannya
"Messi bersama skuad kesebelsan Argetina berlatih mempersiapkan diri, menghadapi pertandingan kualifikasi Piala Dunia pada Jumat besok menghadapi Venezuela di Buenos Airres.",kesebelsan,kesebelasan
"""Kebanyakan yang diambll susu bubuk, susu kaleng, dan rokok.",diambll,diambil
"Sebuah servis yang tidak bisa dikembalikan, menyelesaikan pekerjaan dan Murray melaju ke semifial untuk menghadapi petenis Serbia, Viktor Troicki, yang mengalahkan petenis Amerika Serikat, John Isner 7-6 (5) 6-3.",semifial,semifinal
"UPPTP itu, nantinya juga bisa difungikan sebagai tempat petani dan kelompok tani se-Kaltim mengikuti pelatihan atau kursus, dan berbagi pengalaman.",difungikan,difungsikan
"Dengan alat gerak itu, Vortivella bisa bergerak cepat, mencapai 8 cm per detiknya.",Vortivella,Vorticella
Planet Gliese 1214 b ditemukan lewat MEarth Project yang mengamati 2000 bintang bermassa rendah untuk menemukan planet.,MEarth,Earth
"Nusa Dua, Bali (ANTARA News) - Amerika Serikat mengatakan, batas akhir waktu pakta perdagangan bebas raksasa di Asia Pasisik yang jatuh pada akhir tahun ini akan tercapai, setelah para negosiator membuat kemajuan signifikan pada isu-isu sensitif.",Pasisik,Pasifik
Asrinya rumah pengasingan Sang Proklamator,Asrinya,Aslinya
Kesemuannya merupakan laki-laki dewasa dari satu daerah.,Kesemuannya,Kesemuaannya
"Namun pemerintah dalam hal ini Menteri Hukum dan HAM, menurut dia berkomitmen melakukan perubajan UU no 30 tahun 2002 dengan beberapa alasan kegentingan.",perubajan,perubahan
"Penjabat Bupat Malang Hadi Prasetyo, mengemukakan rencana pembangunan bandara di wilayah Malang selatan di Kecamatan Bantur ini sudah mendapat dukungan pemerintah pusat dan Provinsi Jawa Timur.",Bupat,Bupati
Dolar melemah terhadap euro jelang laporan ketenagakerjan AS,ketenagakerjan,ketenagakerjaan
"Jakarta - Gubernur DKI Jakarta Sutiyoso mengatakan, pembongkaran 4 blok di Pasar Tanah Abang harus dilakukan mengingat kondisi bagunan sudah tidak layak lagi.",bagunan,bangunan
Hasil yang diraih Bianconerri membuat posisinya di puncak klasemen rawan tergusur Napoli.,Bianconerri,Bianconeri
Pada titik sprint pertama di km 62 tepatnya di Bonjol pebalap TPT Hossein Nateghi menjadi yang tercepat disusul Mohd Zamri Saleh dari Terngganu dan posisi tiga Ryan Areihan dari Timnas Indonesia.,Terngganu,Terengganu
"Kepastian kerjasama dukungan tersebut terjadi setelah adanya penadatangan tanganan kesepakatan antara pihak Eagle dan Komite Olimpiade Indonesi (KOI) yang ditandatangani di Kantor KOI di Gedung FX Senayan, Jakarta, Senin.",penadatangan,penandatangan
Menurutnya Air Asia telah meghubungkan Kota Solo dengan kota-kota lain di Indonesia dan juga kota-kota besar di luar negeri.,meghubungkan,menghubungkan
"Terdapat kemenangan-kemenangan impresif bagi klub Spanyol Levante, yang mengalahkan pemuncak klasemen Liga Yunani Olympakos Piraeus 3-0 di kandang sendiri, dan Ajax Amsterdam, yang menang 2-0 atas mantan juara Eropa Steaua Bucharest di Belanda.",Olympakos,Olympiakos
"Sekarang, telah ditindklanjuti oleh Presiden dan kami berterima kasih untuk itu,"" kata Fatwa.",ditindklanjuti,ditindaklanjuti
"Jaksa Penuntut Umum yang terdiri dari Iskandarsyah Alam, Amelda, dan Ursula Dewi, membacakan tuntutan itu di hadapan Majelis Hakim yang diketuai Martahan Pasarribu di Pengadilan Negeri Palembang, Kamis.",Pasarribu,Pasaribu
"""Sedang kami kaji aturan-atauran dan undang-undang yang berkaitan dengan proses pelantikan dan masa jabatan kepala daerah.",aturan-atauran,aturan-aturan
"Dalam bingkisan itu, Benyamin memberikan lima kilogram beras, delapan bungkis mie instan, satu botol minyak goreng, garam, kopi, dan gula.",bungkis,bungkus
"Pasalnya, nama-nama itu ditemukan oleh Panwas sejak daftar pemilih dementara hasil perbaikan (DPSHP).",dementara,sementara
"Andien, yang belakangan fokus tethadap masalah kanker tersebut, membuat satu klip yang memperlihatkan semangat para penyandang kanker untuk terus menjalani kehidupan.",tethadap,terhadap
"Pengajar politik Universitas Gadjah Mada, Ari  Dwipayana, menyebutkan, jika plt ketua umum ditunjuk Yudhoyono, hal itu  memperlihatkan dominannya pendekatan kekuasaan dibandingkan dengan  pendekatan pelembagaaan konstitusi partai.",pelembagaaan,pelembagaan
"""Dasar penyusunan kebijakan itu kantaran menjamurnya industri rumah tangga.",kantaran,lantaran
"Mengingat, laporan-laporan temuan masyarakat tentang dugaan pelanggaran PSB selama ini tidaklah pernah ditindaklan juti positif Pemerintah Kota Bandung.",ditindaklan,ditindakkan
"Kepala Dinas Pekerjaan Umum DKI Wishnu Subagyo , mewakili Pemerintah Provinsi DKI Jakarta mengatakan, Stasiun Pompa tanjungan sudah dibangun.",tanjungan,Tanjungan
Puscas kembali membahayakan gawang Parma di menit 42 setelah menafaatkan umpan Palacio namun masih melebar.,menafaatkan,menfaatkan
"Medan (ANTARA News) - Kota Medan menjadi tuan rumah pestival kopi internasional yang bertajuk """" yang dipusatkan di Lapangan Merdeka Medan, Jumat.",pestival,festival
"Kepala negara meyakinkan para calon investor yang datang, bahwa pemerintah akan mempermudah para calon investor menanamka modalnya di Indonesia.",menanamka,menanamkan
"Pameran yang  digelar trerkait peringatan satu tahun bencana gempa bumi dan tsunami Jepang itu, akan berlangsung hingga 18 Maret 2012.",trerkait,terkait
Semangat Reborn tecermin dari upaya-upaya sang kreator atau sutradara film yang memertanyakan hal-hal esensial dalam kehidupan sehari-hari bagi sebagaian besar masyarakat kerap dianggap sesuatu yang lumrah saja.,memertanyakan,mempertanyakan
"""Mau seribu Sekjen PBB, mau seribu Tony Abott atau seribu Perdana Menteri Brasil, jalan terus,"" kata Menteri Tjahjo seusai membuka Musyawarah Perencanaan Pembangunan (Musrenbang) RKPD DIY Tahun 2016 di Yogyakarta, Senin.",Abott,Abbott
"""Bersadar  pasal 19 UUD 1945, seseorang yang berusias 17 tahun atau yang pernah menikah, secara otomatis akan terdaftar,"" terang Rai.",berusias,berusia
"""Kita mempunyai pengalamam sekup kecil saat menjabat wali kota, dan agak besar Gubernur DKI Jakarta.",sekup,skup
"Meldonium merupakan obat anti-nyeri bikinian perusahaan Latvia, Grindeks.",bikinian,bikinan
"Enam lembaga yang melakukan penghitungan cepat dan menyatakan Jokowi-JK unggul adalah Lingkaran Survei Indonesia (LSI) yang mnenyebutkan Jokowi-JK 53,28 persen, Prabowo-Hatta 46,72 persen; CSIS-Cyrus Jokowi-JK 52 persen, Prabowo-Hatta 48 persen; SMRC Jokowi-JK 52,79 persen, Prabowo-Hatta 47,21 persen; Indikator Politik Jokowi-JK 52,65 persen, Prabowo-Hatta 47,35 persen, Litbang Kompas Jokowi-JK 52,4 persen, Prabowo-Hatta 47,6 persen; dan RRI Jokowi-JK 52,5 persen, Prabowo-Hatta 47,5 persen.",mnenyebutkan,menyebutkan
"Untuk tahun 2002, DAK-DR Kuansing dianggarkan sebesar Rp 11,5 milliar.",milliar,miliar
"""Saat ini kami telah menahan nakhoda kapal tangker MT Western KGT berinisial ZBT, sedangkan nakhoda kapal tangker Concertina inisial AL melarikan diri begitu mengetahui ZBT ditangkap dan meninggalkan kapal tangkernya di perairan Balikpapan,"" kata Frans.",tangkernya,tankernya
"Hanya saja, asuntikan tenaga baru tersebut belum mampu menambah daya gedor Arema dalam melakukan serangan ke area pertahanan Persija, bahkan pada menit ke-82, Arema kembali kebobolan.",asuntikan,suntikan
"Kalau ada bukti-bukti yang nyata aliarannya ke mana dan tidak benar, itu sangat signifikan.",aliarannya,alirannya
"Pentas malam ini akan dibuka Sutanto Soehodo, Deputi Gubernur DKI Jakarta Bidang Industri, Perdagangan dan Transportasi, serta sambutan dari Dduta Besar Indonesia untuk Jerman Eddy Pratomo.",Dduta,Duta
"Bandung (ANTARA News) - Ketua MPR, Zulkifli Hasan, bersama Wali Kota Bandung, Ridwan Kamil, bersama sejumlah hadirin lain berjalan kaki menuju Gedung Merdeka, di Bandung, untuk menghadiri acaa Peringatan Pidato Bung Karno.",acaa,acara
"""Relokasi ini antitipasi pilihan terakhir penanggulangan bencana,"" katanya.",antitipasi,antisipasi
"Sapi hasil inseminasi buatan (IB) yang disaalurkan Jokowi melalui staf Sekretariat Istana Kepresidenan itu dibeli seharga Rp55,8 juta dari peternak terbaik di Aceh Besar.",disaalurkan,disalurkan
"Karena takut, akhhirnya Nuryasin menyerahkan ponsel kerjanya, jenis ZTE, ke penjambret.",akhhirnya,akhirnya
Rulli yang merupalan rekan sekota dengan Willy Cabalerro yang dilaporkan bakal hengkang dari Manchester.,merupalan,merupakan
Sejak krisis ekonomi tahun 1998 tinggal Rekinlah perusahaan engineering kelas dunia yang masih dimiliki bangsa ini.,Rekinlah,Rekin-lah
"Teapi bahwa yang saya lakukan demi kebaikan Kemenkeu dan bangsa Indonesia,"" tegasnya.",Teapi,Terapi
"Simon yang diunggulkan di tempat keenam tampil ragu-ragu akibat masih merasakan cedera otot bperut byang membuatnya mundur di kejuaraan Asia, pekan lalu.",bperut,perut
"Untuk mengungkap sindikap pengedar upal itu, seluruh tim buser dikerahkan untuk memburu pelaku yang sudah diketahui identitasnya itu.",sindikap,sindikat
"Jika seluruh program pembinaan berlalu lintas itu berjalan dengan baik dan mendapat dukungan secara maksimal dari seluruh lapisan masyarakat, target GNPKB pada 25 tahun ke depan menurunkan angka kasus kecelakaan lalu lintas,  tingkat patalitas dan keparahan hingga 80 persen optimistis bisa tercapai, kata gubernur.",patalitas,fatalitas
"Jika pendidikan itu diserahkan ke masing-masing provinsi, itu akan menguatkan isu soal primodialisme dan akan berujung kepada federalisme itu harus dihindari,"" tandasnya.",primodialisme,primordialisme
Dia menjelaskan jika BAB dilakukan di sungai atau di laut dapat menimbulkan pencemaran lingkungan dan teracuninya biota atau makhluk hidup yang berekosistem di daerah tersebut.,teracuninya,meracuninya
